horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
12:22:22.487146769,0.25,3747470,144072485,131788647,16310753,503584014,172069029,2040216,2.783,73311529,21781548,0.62
12:22:26.882947362,0.25,896145,34653284,70738783,8779467,180177681,47918477,807451,3.716,21730402,5579894,0.53
12:22:29.206335393,0.25,4472871,137718211,113981138,20342763,1347685785,282817728,7089702,5.235,135419547,34195072,0.26
12:22:32.099714646,0.25,5377697,136637402,121291460,19544985,1054729142,438378247,4911484,2.844,172695538,57385952,7.51
12:22:34.418313030,0.25,114900,6591604,6296433,655478,56485991,20164760,297914,3.119,9551381,2443862,8.31
12:22:36.665186273,0.25,87217,5719218,9342331,1235068,31447430,12847247,107908,1.819,5930672,1567667,8.09
12:22:39.013553448,0.25,356401,11999028,5710276,594398,30387574,12908429,101460,1.712,5925285,1570306,5.42
12:22:41.313591940,0.25,99470,5755265,5624432,545745,31529695,13281452,108374,1.771,6120996,1624885,7.79
12:22:43.560405884,0.25,85651,5633112,5659864,566452,30910019,12708318,100887,1.715,5880916,1548868,7.70
12:22:45.885532354,0.25,97439,5808486,5922415,644027,32149813,13462627,99816,1.613,6188108,1659547,2.36
12:22:48.420064155,0.25,99273,6101558,25259473,3219284,926869826,242245464,3835484,3.463,110750033,27479311,2.83
12:22:51.073186379,0.25,174935,7098459,9962216,1338612,45236383,16699266,210149,2.683,7833767,2009788,5.60
12:22:53.370587164,0.25,575916,18805278,6313712,737670,35588251,13809740,132793,2.038,6517062,1677289,5.97
12:22:55.571468175,0.25,114464,6294545,6739295,772108,36568277,14223772,133766,2.042,6550834,1733299,6.03
12:22:57.869667461,0.25,161052,7368019,6516180,763241,50849080,23693809,246372,2.360,10438660,2726384,5.73
12:23:00.048680458,0.25,214001,8553221,7370101,945044,39162401,15129644,142269,2.020,7041402,1841881,3.90
12:23:02.331606441,0.25,130877,6616834,6235011,678492,39606035,15109495,140846,2.011,7003916,1836695,6.15
12:23:04.509693414,0.25,123984,6473608,7468779,872110,34975402,13663914,123280,1.930,6386021,1655706,5.20
12:23:06.759118465,0.25,135246,6834699,6241951,725771,61847047,24243690,343248,3.028,11334959,2982264,7.18
12:23:09.140222371,0.25,3060173,77537974,89572355,17361569,95326979,28756239,383220,2.720,14088900,3584663,2.28
12:23:11.742926042,0.25,205816,8294977,25428283,4410890,89705527,26682830,441386,3.421,12904086,3172089,3.21
12:23:13.969323977,0.25,125759,6456571,6677624,818248,33600426,13361691,117435,1.895,6196078,1629595,7.28
12:23:16.157632294,0.25,134343,6945288,7292613,833434,38138044,14554924,136332,2.001,6814784,1766573,2.95
12:23:18.396337220,0.25,134410,6669427,20305377,2502983,35737728,13669203,119911,1.888,6351330,1668410,3.27
12:23:20.580068591,0.25,127962,6623374,6270478,681948,33931084,13808374,111078,1.733,6407967,1676295,8.13
12:23:22.920296315,0.25,118794,6286444,6743367,801517,69546085,21864931,314022,3.056,10276354,2663834,7.13
12:23:25.203561223,0.25,107472,6130268,9128351,1250745,33892158,14065178,124184,1.891,6567771,1703347,5.73
12:23:27.432311115,0.25,107011,6222073,6366001,689238,35643032,14394248,119389,1.771,6739768,1738109,2.17
12:23:29.851556587,0.25,948938,30691882,9518806,1121005,34731866,14027563,131356,1.991,6596329,1698220,6.40
12:23:32.130935386,0.25,102487,6124380,5964098,661205,36304381,14174000,123213,1.872,6580926,1721317,5.67
12:23:34.413881780,0.25,103536,6049017,6235619,671443,33411343,13806518,121460,1.899,6394722,1670154,4.23
12:23:36.617835452,0.25,115049,6275977,6365404,692998,33313193,13272797,106925,1.734,6167752,1606554,5.73
12:23:38.976701841,0.25,105210,6175505,6207615,669378,77078120,24845959,352247,3.050,11550877,3053105,4.69
12:23:41.281926282,0.25,106882,6147880,8898566,1239869,33234356,13857353,117880,1.819,6481467,1674795,8.03
12:23:43.508515291,0.25,101400,6269459,8841488,1252288,35176969,14151814,118918,1.793,6634142,1706119,5.64
12:23:45.723854042,0.25,259999,8588267,6318956,663032,38786185,15244189,128623,1.807,7116919,1840774,7.08
12:23:47.993088451,0.25,115648,6629250,6212632,667934,101576400,47393897,495774,2.474,20041150,5687938,0.42
12:23:50.562047866,0.25,107909,6245720,6534704,725482,32265958,13291476,104473,1.704,6130919,1622437,3.91
12:23:52.770264584,0.25,126533,6484057,6079506,653342,31873945,13046574,98113,1.616,6070365,1592795,6.71
12:23:54.981283430,0.25,115199,6372582,6556642,668367,32332435,13052872,101429,1.669,6075510,1586334,7.03
12:23:57.179645514,0.25,120523,6555317,6300442,686775,58560541,18023499,263132,3.069,8572533,2161744,7.62
12:23:59.480800388,0.25,96692,6015527,9516120,1327393,53993751,19669906,210055,2.373,8850769,2344777,6.39
12:24:01.762790142,0.25,277655,8857446,6146602,665736,30268859,12980925,99439,1.664,5976360,1586030,6.98
12:24:04.050387586,0.25,113367,6365674,6417955,713954,33351707,13523228,110834,1.778,6234747,1641958,7.61
12:24:06.294605588,0.25,113710,6421388,6030144,657061,29514836,13085218,104358,1.730,6033838,1595870,6.50
12:24:08.615310713,0.25,473721,20008601,6509109,735794,215656026,63934758,1262223,3.998,31568328,6499116,1.95
12:24:11.362626398,0.25,278576,9756441,14829934,2556219,106928657,28193097,434939,3.212,13541698,3407585,6.03
12:24:13.683222578,0.25,103516,6100771,8821873,1192907,30101813,12728960,95564,1.622,5891949,1554116,6.29
12:24:15.898102137,0.25,268953,8391480,6139877,648818,35295109,13707586,113727,1.787,6364216,1658974,7.74
12:24:18.095823181,0.25,295124,9541606,6211515,651445,88332831,42785543,393295,2.173,18099952,5215675,6.84
12:24:20.383993007,0.25,149505,7823908,8386764,890698,34915776,13977396,115262,1.790,6440552,1710942,5.84
