horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
11:42:00.813392044,0.25,1338386,53247031,38872679,4789683,23163950,10495193,79216,1.632,4852987,1285107,8.20
11:42:04.141763272,0.25,83716,4945722,5120407,527898,23112158,10836971,78925,1.613,4892021,1338927,3.01
11:42:06.585636681,0.25,284336,9387647,124531465,15107588,32331755,12938970,141160,2.379,5934586,1560929,5.43
11:42:09.093382820,0.25,143129,5847397,27293285,3644783,40635939,17185116,195201,2.481,7868283,2114485,7.03
11:42:11.447532168,0.25,128089,5656111,6829046,807328,29600620,12270309,134359,2.352,5711508,1482666,7.29
11:42:13.823298556,0.25,137119,5933890,5375241,585922,28209089,11887626,122741,2.228,5509653,1438064,5.32
11:42:16.263798843,0.25,128993,6004274,6395861,716722,27174975,11480653,103783,1.954,5310394,1399399,7.70
11:42:18.615221393,0.25,122271,5618494,5714778,600655,30633936,12666350,124503,2.148,5795772,1535921,8.16
11:42:21.423296184,0.25,117166,5852506,9509840,1336005,28819021,12647408,114876,1.983,5794001,1550214,7.63
11:42:23.817637920,0.25,277572,8484958,6081264,641566,30996886,13133833,121645,1.977,6152488,1587242,6.78
11:42:26.267591930,0.25,115004,5510919,17348101,3092267,128032522,40808182,579916,2.930,19794304,4737210,3.11
11:42:28.770167851,0.25,139244,6537499,5516210,598076,82423290,43294269,459973,2.544,18079207,5170762,7.56
11:42:31.245048471,0.25,116812,5540954,5479445,608415,57755853,18329750,281266,3.283,8566620,2220383,6.24
11:42:33.616218072,0.25,118157,5506737,8327625,1149928,28003048,11750280,111917,2.076,5391244,1422482,8.39
11:42:36.061060584,0.25,95099,5119752,5327003,575028,34435290,13963928,140502,2.211,6354394,1696166,8.52
11:42:38.494043604,0.25,99000,5173771,5581325,649472,26985764,11522719,104678,1.968,5317926,1402980,3.07
11:42:40.855609584,0.25,117382,5551506,5447820,584847,26813398,11743065,100678,1.879,5358509,1421357,7.79
11:42:43.226922520,0.25,104573,5312791,5447295,594037,56193369,18776739,289327,3.258,8881871,2277187,8.25
11:42:45.564157728,0.25,102990,5406114,7477195,1036377,25670908,11087923,94755,1.838,5154980,1334920,0.36
11:42:48.437767788,0.25,399490,12787155,8794350,1326391,39515349,15662092,190532,2.605,7314880,1898498,6.00
11:42:50.858749240,0.25,96326,5242306,6226479,612334,27430356,11521182,101066,1.900,5319801,1388879,7.89
11:42:53.206085202,0.25,115135,5628634,5244587,520340,29330281,12040376,120314,2.155,5583405,1469797,7.42
11:42:55.571766171,0.25,98304,5330505,7482455,1040484,27396784,11799667,104453,1.938,5390039,1430135,8.44
11:42:57.936098354,0.25,261495,7825742,5801009,599369,27017392,11564992,99417,1.875,5303165,1397374,7.67
11:43:00.938279013,0.25,101206,5302562,5581111,612608,29154997,12078476,109682,1.995,5497367,1456459,8.36
11:43:03.352111886,0.25,104545,5521687,5459731,579394,49613764,18056130,276506,3.254,8497982,2187288,7.99
11:43:05.693156354,0.25,103156,5383894,7312413,1024692,27652719,11730923,103128,1.909,5403475,1414772,2.16
11:43:08.243606350,0.25,96559,5111226,5332938,565922,25734787,11135257,93519,1.804,5183496,1351899,2.43
