timestamp1,Hora,timestamp2,Hpaso21,Hpaso22
2019-01-22 22:23:10.711887,2019-01-22 22:23:30.869,2019-01-22 22:23:30.735829,,
2019-01-22 22:23:10.703023,2019-01-22 22:23:30.882,2019-01-22 22:23:30.731081,,
2019-01-22 22:23:10.707390,2019-01-22 22:23:30.881,2019-01-22 22:23:30.735053,,
2019-01-22 22:23:10.706639,2019-01-22 22:23:30.880,2019-01-22 22:23:30.733993,,
2019-01-22 22:23:10.705843,2019-01-22 22:23:30.880,2019-01-22 22:23:30.733680,,
2019-01-22 22:23:10.695011,2019-01-22 22:23:30.880,2019-01-22 22:23:30.727472,,
2019-01-22 22:23:10.707752,2019-01-22 22:23:30.865,2019-01-22 22:23:30.735574,,
2019-01-22 22:23:10.707213,2019-01-22 22:23:30.885,2019-01-22 22:23:30.734796,,
2019-01-22 22:23:10.693928,2019-01-22 22:23:30.885,2019-01-22 22:23:30.726482,,
2019-01-22 22:23:10.697571,2019-01-22 22:23:30.883,2019-01-22 22:23:30.729523,,
2019-01-22 22:23:10.712440,2019-01-22 22:23:30.885,2019-01-22 22:23:30.736620,,
2019-01-22 22:23:10.704823,2019-01-22 22:23:30.885,2019-01-22 22:23:30.733361,,
2019-01-22 22:23:10.698487,2019-01-22 22:23:30.881,2019-01-22 22:23:30.730086,,
2019-01-22 22:23:10.712084,2019-01-22 22:23:30.865,2019-01-22 22:23:30.736092,,
2019-01-22 22:23:10.707032,2019-01-22 22:23:30.881,2019-01-22 22:23:30.734537,,
2019-01-22 22:23:10.694564,2019-01-22 22:23:30.866,2019-01-22 22:23:30.727083,,
2019-01-22 22:23:10.707566,2019-01-22 22:23:30.865,2019-01-22 22:23:30.735310,,
2019-01-22 22:23:10.703895,2019-01-22 22:23:30.865,2019-01-22 22:23:30.731557,,
2019-01-22 22:23:10.695652,2019-01-22 22:23:32.175,2019-01-22 22:23:30.728039,,
2019-01-22 22:23:10.712614,2019-01-22 22:23:32.182,2019-01-22 22:23:30.736948,,
2019-01-22 22:23:10.696959,2019-01-22 22:23:32.182,2019-01-22 22:23:30.729034,,
2019-01-22 22:23:10.706818,2019-01-22 22:23:32.183,2019-01-22 22:23:30.734270,,
2019-01-22 22:23:10.699113,2019-01-22 22:23:32.212,2019-01-22 22:23:30.730562,,
2019-01-22 22:23:10.712264,2019-01-22 22:23:32.561,2019-01-22 22:23:30.736362,,
2019-01-22 22:23:10.696261,2019-01-22 22:23:32.562,2019-01-22 22:23:30.728537,,
2019-01-22 22:24:10.781007,2019-01-22 22:24:30.896,2019-01-22 22:24:30.823895,,
2019-01-22 22:24:10.783030,2019-01-22 22:24:30.896,2019-01-22 22:24:30.825610,,
2019-01-22 22:24:10.778382,2019-01-22 22:24:30.896,2019-01-22 22:24:30.809126,,
2019-01-22 22:24:10.787713,2019-01-22 22:24:30.896,2019-01-22 22:24:30.826042,,
2019-01-22 22:24:10.778188,2019-01-22 22:24:30.897,2019-01-22 22:24:30.808536,,
