timestamp1,Hora,timestamp2,Hpaso21,Hpaso22
2019-02-12 14:15:07.229097,2019-02-12 14:15:27.633,2019-02-12 14:15:27.215583,,
2019-02-12 14:15:07.218713,2019-02-12 14:15:27.631,2019-02-12 14:15:27.208490,,
2019-02-12 14:15:07.227114,2019-02-12 14:15:27.638,2019-02-12 14:15:27.213945,,
2019-02-12 14:15:07.252667,2019-02-12 14:15:27.633,2019-02-12 14:15:27.237437,,
2019-02-12 14:15:07.231653,2019-02-12 14:15:27.631,2019-02-12 14:15:27.227316,,
2019-02-12 14:15:07.265178,2019-02-12 14:15:27.631,2019-02-12 14:15:27.248774,,
2019-02-12 14:15:07.251946,2019-02-12 14:15:27.631,2019-02-12 14:15:27.231793,,
2019-02-12 14:15:07.229536,2019-02-12 14:15:27.631,2019-02-12 14:15:27.215805,,
2019-02-12 14:15:07.284927,2019-02-12 14:15:27.734,2019-02-12 14:15:27.287772,,
2019-02-12 14:15:07.281099,2019-02-12 14:15:27.742,2019-02-12 14:15:27.284175,,
2019-02-12 14:15:07.219967,2019-02-12 14:15:27.742,2019-02-12 14:15:27.213522,,
2019-02-12 14:15:07.336073,2019-02-12 14:15:27.739,2019-02-12 14:15:27.302560,,
2019-02-12 14:15:07.253889,2019-02-12 14:15:27.738,2019-02-12 14:15:27.238480,,
2019-02-12 14:15:07.239083,2019-02-12 14:15:27.737,2019-02-12 14:15:27.229367,,
2019-02-12 14:15:07.251475,2019-02-12 14:15:27.734,2019-02-12 14:15:27.231483,,
2019-02-12 14:15:07.241517,2019-02-12 14:15:27.734,2019-02-12 14:15:27.230802,,
2019-02-12 14:15:07.219122,2019-02-12 14:15:27.843,2019-02-12 14:15:27.212096,,
2019-02-12 14:15:07.240094,2019-02-12 14:15:27.847,2019-02-12 14:15:27.230060,,
2019-02-12 14:15:07.228222,2019-02-12 14:15:27.844,2019-02-12 14:15:27.214915,,
2019-02-12 14:15:07.238893,2019-02-12 14:15:27.844,2019-02-12 14:15:27.229185,,
2019-02-12 14:15:07.262930,2019-02-12 14:15:27.844,2019-02-12 14:15:27.241948,,
2019-02-12 14:15:07.227964,2019-02-12 14:15:27.843,2019-02-12 14:15:27.214598,,
2019-02-12 14:15:07.241170,2019-02-12 14:15:27.946,2019-02-12 14:15:27.230611,,
2019-02-12 14:15:07.254933,2019-02-12 14:15:27.953,2019-02-12 14:15:27.239778,,
2019-02-12 14:15:07.284673,2019-02-12 14:15:27.952,2019-02-12 14:15:27.287531,,
2019-02-12 14:15:07.252989,2019-02-12 14:15:27.951,2019-02-12 14:15:27.237638,,
2019-02-12 14:15:07.241897,2019-02-12 14:15:27.950,2019-02-12 14:15:27.230979,,
2019-02-12 14:15:07.252447,2019-02-12 14:15:27.949,2019-02-12 14:15:27.237193,,
2019-02-12 14:15:07.279191,2019-02-12 14:15:27.949,2019-02-12 14:15:27.251993,,
2019-02-12 14:15:07.236999,2019-02-12 14:15:27.949,2019-02-12 14:15:27.227489,,
2019-02-12 14:15:07.255499,2019-02-12 14:15:27.949,2019-02-12 14:15:27.240263,,
2019-02-12 14:15:07.227705,2019-02-12 14:15:27.947,2019-02-12 14:15:27.214419,,
2019-02-12 14:15:07.220380,2019-02-12 14:15:27.947,2019-02-12 14:15:27.213734,,
2019-02-12 14:15:07.262667,2019-02-12 14:15:28.45,2019-02-12 14:15:27.241760,,
2019-02-12 14:15:07.216543,2019-02-12 14:15:27.946,2019-02-12 14:15:27.205388,,
2019-02-12 14:15:07.335822,2019-02-12 14:15:28.50,2019-02-12 14:15:27.302283,,
2019-02-12 14:15:07.265794,2019-02-12 14:15:28.50,2019-02-12 14:15:27.249279,,
2019-02-12 14:15:07.253210,2019-02-12 14:15:28.49,2019-02-12 14:15:27.237839,,
2019-02-12 14:15:07.253459,2019-02-12 14:15:28.46,2019-02-12 14:15:27.238071,,
2019-02-12 14:15:07.254287,2019-02-12 14:15:28.46,2019-02-12 14:15:27.239042,,
2019-02-12 14:15:07.283112,2019-02-12 14:15:28.45,2019-02-12 14:15:27.285994,,
2019-02-12 14:15:07.239565,2019-02-12 14:15:28.45,2019-02-12 14:15:27.229753,,
2019-02-12 14:15:07.263961,2019-02-12 14:15:28.38,2019-02-12 14:15:27.247827,,
2019-02-12 14:15:07.264651,2019-02-12 14:15:28.14,2019-02-12 14:15:27.248390,,
2019-02-12 14:15:07.237239,2019-02-12 14:15:28.151,2019-02-12 14:15:27.227649,,
2019-02-12 14:15:07.215633,2019-02-12 14:15:28.151,2019-02-12 14:15:27.204206,,
2019-02-12 14:15:07.278170,2019-02-12 14:15:28.146,2019-02-12 14:15:27.251068,,
2019-02-12 14:15:07.278955,2019-02-12 14:15:28.146,2019-02-12 14:15:27.251757,,
2019-02-12 14:15:07.264978,2019-02-12 14:15:28.146,2019-02-12 14:15:27.248568,,
2019-02-12 14:15:07.218299,2019-02-12 14:15:28.119,2019-02-12 14:15:27.207893,,
2019-02-12 14:15:07.230733,2019-02-12 14:15:28.111,2019-02-12 14:15:27.216721,,
2019-02-12 14:15:07.277032,2019-02-12 14:15:28.84,2019-02-12 14:15:27.249942,,
2019-02-12 14:15:07.264161,2019-02-12 14:15:28.75,2019-02-12 14:15:27.248018,,
2019-02-12 14:15:07.280653,2019-02-12 14:15:28.198,2019-02-12 14:15:27.283890,,
2019-02-12 14:15:07.265485,2019-02-12 14:15:28.188,2019-02-12 14:15:27.249076,,
2019-02-12 14:15:07.254092,2019-02-12 14:15:28.173,2019-02-12 14:15:27.238831,,
2019-02-12 14:15:07.219553,2019-02-12 14:15:28.162,2019-02-12 14:15:27.212822,,
2019-02-12 14:15:07.263189,2019-02-12 14:15:27.544,2019-02-12 14:15:27.247080,,
2019-02-12 14:15:07.240796,2019-02-12 14:15:28.246,2019-02-12 14:15:27.230373,,
2019-02-12 14:15:07.238533,2019-02-12 14:15:28.246,2019-02-12 14:15:27.228772,,
2019-02-12 14:15:07.230128,2019-02-12 14:15:28.302,2019-02-12 14:15:27.216256,,
2019-02-12 14:15:07.253685,2019-02-12 14:15:28.293,2019-02-12 14:15:27.238250,,
2019-02-12 14:15:07.237433,2019-02-12 14:15:28.282,2019-02-12 14:15:27.227809,,
2019-02-12 14:15:07.251245,2019-02-12 14:15:28.328,2019-02-12 14:15:27.231271,,
2019-02-12 14:15:07.228488,2019-02-12 14:15:28.321,2019-02-12 14:15:27.215166,,
2019-02-12 14:15:07.284482,2019-02-12 14:15:28.354,2019-02-12 14:15:27.287308,,
2019-02-12 14:15:07.279805,2019-02-12 14:15:28.352,2019-02-12 14:15:27.283247,,
2019-02-12 14:15:07.277292,2019-02-12 14:15:28.351,2019-02-12 14:15:27.250136,,
