horaejecucion,e_core,e_ram,cpu,mem_used
15:37:49.766795838,0.04,0.29,0,2622804
15:37:51.123898621,0.04,0.29,1,2623276
15:37:52.472998645,0.05,0.29,0,2623964
15:37:53.817075477,0.04,0.29,0,2623788
15:37:55.158743427,0.04,0.29,0,2623692
15:37:56.506118387,0.09,0.30,0,2622808
15:37:57.856616727,0.04,0.29,0,2622928
15:37:59.199095692,0.05,0.30,0,2622452
15:38:00.539564497,0.04,0.29,0,2622468
15:38:01.893450136,0.04,0.29,0,2622668
15:38:03.236247867,0.03,0.29,0,2622336
15:38:04.582862216,0.06,0.30,0,2622096
15:38:05.938609923,0.04,0.29,2,2621428
15:38:07.285872820,0.04,0.29,0,2621192
15:38:08.631655448,0.05,0.29,0,2620980
15:38:09.986701758,1.35,0.37,4,2609132
15:38:11.321844943,0.28,0.35,2,2608572
15:38:12.651484771,0.32,0.34,2,2607752
15:38:13.992556396,0.14,0.33,2,2607356
15:38:15.335956389,0.19,0.30,2,2607628
15:38:16.674365162,0.17,0.34,1,2607192
15:38:18.024072978,0.08,0.30,0,2607272
15:38:19.375756319,0.11,0.29,0,2607736
15:38:20.708617136,0.07,0.30,0,2607568
15:38:22.061699078,0.07,0.29,0,2606980
15:38:23.406405541,0.06,0.29,0,2607744
15:38:24.757996701,2.32,0.34,0,2604912
15:38:26.093305884,0.29,0.30,4,2604220
15:38:27.443105734,0.10,0.29,0,2604364
15:38:28.778256203,0.35,0.29,2,2603944
15:38:30.125922573,0.19,0.34,0,2602924
15:38:31.465437992,0.18,0.33,2,2603296
15:38:32.804248815,0.14,0.32,2,2603220
15:38:34.147481330,0.15,0.33,3,2603044
15:38:35.496080395,0.22,0.34,1,2599768
15:38:36.828542737,0.17,0.33,0,2600528
15:38:38.178282807,0.08,0.29,0,2599836
15:38:39.509030676,0.11,0.30,0,2600080
15:38:40.855238189,0.17,0.29,0,2599800
15:38:42.210023753,0.09,0.29,0,2599232
15:38:43.546766235,0.11,0.30,0,2599236
15:38:44.881555583,0.48,0.29,0,2598020
15:38:46.229625030,0.07,0.29,0,2598376
15:38:47.575565498,0.08,0.30,0,2599632
15:38:48.927771059,0.33,0.31,4,2575700
15:38:50.255309168,0.74,0.35,3,2550628
15:38:51.580466233,0.92,0.32,1,2548656
15:38:52.901632274,1.16,0.32,3,2525532
15:38:54.223855396,0.68,0.32,3,2524944
15:38:55.546026605,0.80,0.32,1,2524440
15:38:56.868391739,0.31,0.31,1,2524616
15:38:58.206626678,0.23,0.31,1,2524740
15:38:59.536163302,0.12,0.30,0,2524764
15:39:00.871103357,0.13,0.30,0,2524716
15:39:02.219989930,0.08,0.29,0,2524684
15:39:03.567843814,0.10,0.30,0,2524652
15:39:04.908987292,0.09,0.29,0,2524848
15:39:06.258815004,0.09,0.29,0,2524196
15:39:07.610348553,0.08,0.30,0,2524560
15:39:08.961253057,0.17,0.32,4,2524132
15:39:10.309584718,0.17,0.33,2,2524512
15:39:11.644048007,0.18,0.34,1,2523692
15:39:12.988775265,0.16,0.32,2,2522148
15:39:14.335344759,0.16,0.32,5,2516992
15:39:15.665402717,0.28,0.33,0,2507140
15:39:17.003896169,0.12,0.29,0,2505332
15:39:18.355623616,0.07,0.29,0,2505984
15:39:19.703570360,0.09,0.30,0,2505200
15:39:21.051689312,0.08,0.29,0,2505408
15:39:22.392725896,0.11,0.29,0,2506688
15:39:23.744088080,0.12,0.30,0,2506364
15:39:25.094334782,0.08,0.29,0,2506644
15:39:26.448163981,0.27,0.30,0,2506564
15:39:27.794213211,0.10,0.30,1,2505652
15:39:29.151590835,0.15,0.32,3,2505628
15:39:30.510056980,0.46,0.32,1,2505104
15:39:31.858359366,0.18,0.32,7,2504812
15:39:33.201452974,0.18,0.32,4,2504704
15:39:34.542608960,0.48,0.33,1,2504192
15:39:35.893065828,0.16,0.30,1,2502908
