horaejecucion,e_core,e_ram,cpu,mem_used
14:40:30.646522104,0.05,0.29,0,2640444
14:40:32.008159322,0.03,0.29,1,2640524
14:40:33.358823508,0.04,0.29,0,2640204
14:40:34.707360487,0.07,0.29,0,2639916
14:40:36.055578649,0.05,0.29,1,2639708
14:40:37.399880570,0.13,0.30,0,2638164
14:40:38.745984008,0.06,0.29,0,2638524
14:40:40.101248244,0.06,0.30,0,2638160
14:40:41.446551366,0.04,0.29,0,2637584
14:40:42.796165164,0.04,0.29,1,2638108
14:40:44.149653691,0.04,0.29,0,2638000
14:40:45.493057310,0.09,0.30,0,2637660
14:40:46.842151516,0.04,0.29,8,2633764
14:40:48.176387883,0.29,0.29,0,2633568
14:40:49.526092358,0.05,0.29,0,2639240
14:40:50.874476232,0.05,0.29,0,2639032
14:40:52.227463817,0.10,0.31,8,2638088
14:40:53.548908323,0.19,0.35,5,2637644
14:40:54.892347734,0.29,0.34,4,2636724
14:40:56.243546972,0.22,0.34,1,2635840
14:40:57.569140118,0.20,0.34,2,2635084
14:40:58.910672105,0.21,0.30,1,2635208
14:41:00.258121538,0.07,0.29,0,2635256
14:41:01.608050485,0.08,0.29,0,2635148
14:41:02.957776536,0.13,0.29,0,2634992
14:41:04.310814941,0.07,0.29,0,2634916
14:41:05.659414693,0.09,0.30,0,2634612
14:41:07.007815159,0.11,0.29,1,2634480
14:41:08.358673171,0.12,0.29,0,2634808
14:41:09.705840740,0.09,0.29,0,2634568
14:41:11.056248742,0.25,0.29,0,2634404
14:41:12.401508880,0.16,0.34,2,2634064
14:41:13.748311979,0.24,0.34,3,2633492
14:41:15.090285608,0.68,0.34,3,2633752
14:41:16.428493714,0.22,0.30,3,2630684
14:41:17.763919549,0.14,0.33,0,2630240
14:41:19.115102790,0.18,0.30,0,2630684
14:41:20.465810944,0.17,0.30,0,2629800
14:41:21.811647539,0.08,0.29,0,2629668
14:41:23.158414200,0.09,0.29,0,2629632
14:41:24.510484811,0.12,0.30,0,2629808
14:41:25.866928653,0.07,0.29,0,2629744
14:41:27.219920614,0.16,0.29,0,2629280
14:41:28.570989028,0.08,0.30,0,2629204
14:41:29.922032584,0.06,0.29,0,2629412
14:41:31.273475222,0.08,0.29,5,2606192
14:41:32.610912875,0.88,0.35,3,2567288
14:41:33.940239412,0.92,0.32,2,2565072
14:41:35.276487482,0.89,0.32,0,2564044
14:41:36.592310065,0.51,0.33,1,2560900
14:41:37.921997554,0.34,0.32,0,2559112
14:41:39.249835710,1.18,0.31,0,2557208
14:41:40.591129738,0.44,0.30,0,2556592
14:41:41.920057581,0.09,0.29,0,2556400
14:41:43.268187210,0.11,0.29,0,2558284
14:41:44.623591039,0.12,0.30,0,2557848
14:41:45.971812621,0.07,0.29,1,2557820
14:41:47.320193697,0.14,0.29,0,2555928
14:41:48.661193899,0.11,0.30,0,2556740
14:41:50.011472289,0.08,0.29,0,2556120
14:41:51.365529951,0.08,0.29,1,2555612
14:41:52.718228147,0.16,0.33,2,2555028
14:41:54.067735801,0.36,0.32,6,2553348
14:41:55.400049668,0.20,0.33,2,2552932
14:41:56.745310551,0.25,0.33,3,2550048
14:41:58.091711483,0.11,0.30,0,2549096
14:41:59.439672219,0.09,0.29,1,2549008
14:42:00.793964096,0.08,0.30,0,2548680
14:42:02.143795228,0.11,0.29,1,2548984
14:42:03.494366534,0.13,0.29,0,2548588
14:42:04.842253273,0.14,0.30,0,2548348
14:42:06.188000125,0.07,0.30,1,2548152
14:42:07.540697323,0.10,0.29,0,2545112
14:42:08.888017404,0.09,0.30,0,2545316
14:42:10.241193696,0.08,0.29,2,2544696
14:42:11.593208680,0.56,0.35,1,2543580
14:42:12.940399069,0.37,0.33,1,2541928
14:42:14.282752498,0.12,0.32,3,2540676
14:42:15.619467688,1.13,0.35,2,2527756
14:42:16.956066404,0.16,0.32,2,2525096
14:42:18.299416501,0.08,0.29,0,2524288
14:42:19.663802425,0.09,0.29,0,2529520
14:42:21.012297253,0.08,0.29,1,2529772
14:42:22.369206647,0.08,0.29,1,2529740
14:42:23.715679776,0.08,0.29,0,2529552
14:42:25.065843866,0.10,0.29,0,2529128
14:42:26.417205839,0.08,0.29,0,2529548
14:42:27.762614085,0.09,0.29,0,2528004
14:42:29.117968557,0.08,0.29,0,2527388
14:42:30.461276096,2.78,0.39,0,2521700
14:42:31.785907967,0.62,0.31,1,2517652
14:42:33.110124922,0.90,0.33,1,2513060
14:42:34.430924139,0.37,0.31,1,2509388
14:42:35.756968873,0.35,0.31,1,2505900
14:42:37.077341840,0.32,0.30,0,2502768
14:42:38.416961589,0.13,0.30,1,2501368
14:42:39.753463613,0.23,0.29,0,2507324
14:42:41.097794944,0.12,0.29,0,2507764
14:42:42.446580524,0.08,0.29,1,2507740
14:42:43.797847605,0.17,0.29,0,2507380
14:42:45.144251456,0.11,0.29,0,2507244
14:42:46.475352541,0.08,0.29,0,2507028
14:42:47.827913031,0.10,0.29,0,2505844
14:42:49.178579246,0.07,0.29,0,2505468
14:42:50.526494425,0.30,0.34,1,2503904
14:42:51.863526396,0.20,0.34,3,2503140
14:42:53.214794459,5.09,0.32,19,2483288
14:42:54.531611619,0.18,0.30,2,2487984
14:42:55.890351188,0.16,0.32,0,2487176
14:42:57.236327711,0.86,0.31,0,2485136
14:42:58.579986950,0.06,0.29,1,2485188
14:42:59.931887775,0.13,0.29,0,2485324
14:43:01.281535785,0.10,0.29,0,2485340
14:43:02.631858020,0.10,0.29,0,2484852
14:43:03.982392435,0.11,0.29,1,2484908
14:43:05.331589415,0.06,0.29,0,2484988
14:43:06.683360312,0.09,0.29,1,2483396
14:43:08.020298855,0.13,0.29,0,2483116
14:43:09.367681158,0.09,0.29,1,2482676
14:43:10.719666344,0.42,0.33,1,2481020
14:43:12.056340323,0.17,0.32,4,2480240
