horaejecucion,e_core,e_ram,cpu,mem_used
11:32:15.306181791,0.05,0.29,0,2685408
11:32:16.663964970,0.05,0.29,2,2687088
11:32:18.013322281,0.04,0.29,0,2686436
11:32:19.362588026,0.04,0.29,0,2687292
11:32:20.706258311,0.05,0.29,0,2686728
11:32:22.055711136,0.08,0.30,0,2686512
11:32:23.410151129,0.04,0.29,0,2686580
11:32:24.759102925,0.07,0.29,0,2686332
11:32:26.102286330,0.05,0.29,0,2686160
11:32:27.442429932,0.04,0.29,0,2686184
11:32:28.790490738,0.04,0.29,0,2686304
11:32:30.137150706,0.06,0.30,0,2686580
11:32:31.478113285,0.04,0.29,1,2686204
11:32:32.831829406,0.12,0.30,0,2686112
11:32:34.167786301,0.05,0.29,4,2671568
11:32:35.506348109,0.15,0.33,5,2669776
11:32:36.857367944,0.17,0.31,4,2669436
11:32:38.203044363,0.16,0.35,1,2669068
11:32:39.553541161,0.11,0.30,1,2668588
11:32:40.905859365,0.09,0.30,0,2669036
11:32:42.249910905,0.09,0.30,0,2668812
11:32:43.598323284,0.10,0.29,0,2668496
11:32:44.947539325,0.15,0.30,0,2668632
11:32:46.292654195,0.07,0.29,2,2668288
11:32:47.636323618,0.09,0.29,0,2668388
11:32:48.994548406,0.10,0.30,0,2668420
11:32:50.340045373,0.07,0.30,0,2668180
11:32:51.689251400,0.19,0.29,0,2667916
11:32:53.043865711,0.40,0.30,0,2668040
11:32:54.374489977,0.09,0.29,1,2667512
11:32:55.721961096,0.32,0.35,3,2666764
11:32:57.057094852,0.30,0.35,2,2667168
11:32:58.394342712,0.18,0.34,3,2666732
11:32:59.742057409,0.10,0.30,1,2666612
11:33:01.097478326,0.21,0.31,0,2663628
11:33:02.438564333,0.06,0.29,0,2663472
11:33:03.780381357,0.13,0.29,0,2663444
11:33:05.130279139,0.13,0.30,0,2663492
11:33:06.480160607,0.08,0.29,1,2663676
11:33:07.828311864,0.08,0.29,0,2663420
11:33:09.183404022,0.23,0.30,0,2663368
11:33:10.520024827,0.11,0.29,1,2663488
11:33:11.868243628,0.27,0.30,0,2662768
11:33:13.226117094,0.09,0.30,1,2662816
11:33:14.573845721,0.10,0.29,1,2662608
11:33:15.926604386,0.10,0.29,9,2642668
11:33:17.263686563,1.11,0.34,3,2618988
11:33:18.593071112,0.56,0.32,3,2617788
11:33:19.924800607,0.73,0.32,2,2602452
11:33:21.244434800,0.25,0.30,0,2601428
11:33:22.572821457,0.14,0.29,1,2600984
11:33:23.924321310,0.09,0.29,0,2600628
11:33:25.280448229,0.82,0.31,1,2600784
11:33:26.630271853,0.07,0.29,1,2601004
11:33:27.979730287,0.13,0.29,0,2600504
11:33:29.337399300,0.12,0.29,0,2600728
11:33:30.681007748,0.09,0.29,1,2600132
11:33:32.032675003,0.13,0.29,0,2598904
11:33:33.379761322,0.11,0.29,1,2599044
11:33:34.718180353,0.10,0.29,1,2598492
11:33:36.069969188,0.09,0.29,0,2598788
11:33:37.421683188,0.26,0.35,2,2599572
11:33:38.761064953,0.19,0.35,2,2599292
11:33:40.116122345,0.29,0.33,2,2599588
11:33:41.476867536,0.09,0.29,1,2599016
11:33:42.832711871,0.09,0.30,0,2598376
11:33:44.183510532,0.10,0.29,0,2598584
11:33:45.533194243,0.09,0.29,0,2598808
11:33:46.890149343,0.08,0.29,0,2599064
11:33:48.240860133,0.18,0.29,0,2598444
11:33:49.591829244,0.07,0.29,0,2598800
11:33:50.934751492,0.06,0.30,0,2598460
11:33:52.275937234,0.08,0.29,1,2598048
11:33:53.631777564,0.08,0.29,0,2598152
11:33:54.978407809,0.10,0.29,0,2598212
11:33:56.316913293,0.11,0.29,2,2598512
11:33:57.664815224,0.13,0.32,4,2598148
11:33:58.999636746,0.17,0.33,2,2597692
11:34:00.331423213,0.35,0.33,2,2598224
11:34:01.687872149,0.15,0.28,1,2597300
11:34:03.025796599,0.09,0.29,0,2595112
11:34:04.371455356,0.09,0.29,0,2595552
11:34:05.730413326,0.22,0.29,0,2594852
11:34:07.071312419,0.18,0.29,0,2596832
11:34:08.411816029,0.07,0.29,0,2596800
11:34:09.771906715,0.07,0.29,2,2596256
11:34:11.124124273,0.07,0.29,0,2596108
11:34:12.472171205,0.09,0.29,0,2595660
11:34:13.823648539,0.09,0.29,1,2595236
11:34:15.162023224,0.16,0.29,0,2594432
11:34:16.522092735,0.10,0.29,0,2595460
11:34:17.867572686,0.52,0.32,3,2595472
11:34:19.184799904,0.73,0.32,2,2593624
11:34:20.506332913,0.29,0.32,1,2590612
11:34:21.833712191,0.65,0.33,1,2588284
11:34:23.164896981,0.10,0.30,0,2587268
11:34:24.516473622,0.17,0.30,0,2586860
11:34:25.852764217,0.13,0.29,0,2586268
11:34:27.206369184,0.14,0.29,0,2586532
11:34:28.544790424,0.15,0.29,0,2586220
11:34:29.890895621,0.08,0.29,1,2585648
11:34:31.239499451,0.09,0.30,0,2584556
11:34:32.594372540,0.07,0.29,0,2584308
11:34:33.947684527,0.10,0.29,0,2583836
11:34:35.294306051,0.15,0.30,0,2584280
11:34:36.643582894,0.13,0.29,0,2583616
11:34:37.992948985,0.18,0.32,2,2582388
11:34:39.336888495,0.18,0.35,1,2581780
11:34:40.673713929,5.41,0.50,1,2569880
11:34:42.008896863,1.72,0.32,1,2567196
11:34:43.354361192,0.09,0.30,0,2566808
11:34:44.702378900,0.10,0.29,0,2570520
11:34:46.050125062,0.13,0.29,0,2571528
11:34:47.381459124,0.12,0.29,0,2570140
11:34:48.727276337,0.12,0.29,0,2569940
11:34:50.087074825,0.10,0.30,1,2571056
11:34:51.439518935,0.07,0.30,4,2568012
11:34:52.777146996,0.10,0.29,1,2567964
11:34:54.127735338,0.14,0.29,0,2566700
11:34:55.483421952,0.09,0.30,0,2566080
11:34:56.832102900,0.09,0.29,1,2567200
11:34:58.174779353,0.21,0.29,4,2567172
11:34:59.517061203,0.23,0.31,2,2565116
11:35:00.854123249,0.29,0.30,2,2564012
11:35:02.203340924,0.19,0.31,0,2560780
11:35:03.556991467,0.10,0.30,1,2560388
11:35:04.909936581,0.07,0.29,1,2560836
11:35:06.263346714,0.14,0.29,0,2560008
11:35:07.604776466,0.37,0.30,0,2560272
11:35:08.957032285,0.13,0.29,0,2560056
11:35:10.302549530,0.49,0.30,0,2559732
11:35:11.653853745,0.07,0.29,1,2556988
11:35:12.987389623,0.08,0.29,0,2556568
11:35:14.333919213,0.10,0.29,1,2556768
11:35:15.686630791,0.08,0.29,1,2556560
11:35:17.036542153,0.08,0.29,0,2556328
11:35:18.391270493,0.10,0.29,0,2556428
11:35:19.725175964,1.84,0.38,2,2552360
11:35:21.047556833,0.46,0.32,1,2548552
11:35:22.380279689,0.50,0.31,0,2540820
11:35:23.697077915,0.18,0.31,0,2539528
11:35:25.030885189,0.07,0.29,1,2540956
11:35:26.383318577,0.06,0.29,0,2540864
11:35:27.721588599,0.10,0.29,0,2540460
11:35:29.060867549,0.08,0.29,0,2540220
11:35:30.413294004,0.09,0.29,0,2540068
11:35:31.754361400,0.08,0.29,0,2536944
11:35:33.106871256,0.26,0.29,1,2536792
