2019-02-15 21:29:51.061932,2019-02-15 21:30:11.519723,2019-02-15 21:30:13.671559
2019-02-15 21:29:51.039383,2019-02-15 21:30:11.510699,2019-02-15 21:30:13.979215
2019-02-15 21:29:51.026659,2019-02-15 21:30:11.510224,2019-02-15 21:30:14.343174
2019-02-15 21:29:51.040864,2019-02-15 21:30:11.512002,2019-02-15 21:30:14.345063
2019-02-15 21:29:51.062535,2019-02-15 21:30:11.520263,2019-02-15 21:30:14.354793
2019-02-15 21:29:50.998012,2019-02-15 21:30:11.495756,2019-02-15 21:30:14.357644
2019-02-15 21:29:51.404333,2019-02-15 21:30:11.627015,2019-02-15 21:30:14.368202
2019-02-15 21:29:50.973611,2019-02-15 21:30:11.481290,2019-02-15 21:30:14.369790
2019-02-15 21:29:50.976142,2019-02-15 21:30:11.483986,2019-02-15 21:30:14.378293
2019-02-15 21:29:51.320463,2019-02-15 21:30:11.614024,2019-02-15 21:30:14.649305
2019-02-15 21:29:51.402836,2019-02-15 21:30:11.626162,2019-02-15 21:30:14.688817
2019-02-15 21:29:50.983525,2019-02-15 21:30:11.492716,2019-02-15 21:30:14.795047
2019-02-15 21:29:51.040063,2019-02-15 21:30:11.511294,2019-02-15 21:30:14.796170
2019-02-15 21:29:50.981848,2019-02-15 21:30:11.492152,2019-02-15 21:30:14.887663
2019-02-15 21:29:50.995878,2019-02-15 21:30:11.493813,2019-02-15 21:30:15.006410
2019-02-15 21:29:50.996441,2019-02-15 21:30:11.494282,2019-02-15 21:30:15.007270
2019-02-15 21:29:50.978940,2019-02-15 21:30:11.486828,2019-02-15 21:30:15.007989
2019-02-15 21:29:51.322906,2019-02-15 21:30:11.620457,2019-02-15 21:30:15.024140
2019-02-15 21:29:51.605588,2019-02-15 21:30:11.627785,2019-02-15 21:30:15.041820
2019-02-15 21:29:50.978472,2019-02-15 21:30:11.486354,2019-02-15 21:30:15.337147
2019-02-15 21:29:51.064705,2019-02-15 21:30:11.550859,2019-02-15 21:30:15.339062
2019-02-15 21:29:51.025841,2019-02-15 21:30:11.509743,2019-02-15 21:30:15.340245
2019-02-15 21:29:51.320906,2019-02-15 21:30:11.614244,2019-02-15 21:30:15.344501
2019-02-15 21:29:51.041474,2019-02-15 21:30:11.518127,2019-02-15 21:30:15.345471
