timestamp1,Hora,timestamp2,Hpaso21,Hpaso22
2019-02-07 13:10:55.700226,2019-02-07 13:11:16.79,2019-02-07 13:11:15.951687,,
2019-02-07 13:10:55.613665,2019-02-07 13:11:16.169,2019-02-07 13:11:15.938623,,
2019-02-07 13:10:55.750223,2019-02-07 13:11:16.173,2019-02-07 13:11:15.984740,,
2019-02-07 13:10:55.734896,2019-02-07 13:11:16.177,2019-02-07 13:11:15.981180,,
2019-02-07 13:10:55.645775,2019-02-07 13:11:16.269,2019-02-07 13:11:15.950700,,
2019-02-07 13:10:55.611363,2019-02-07 13:11:16.176,2019-02-07 13:11:15.937491,,
2019-02-07 13:10:55.613105,2019-02-07 13:11:16.170,2019-02-07 13:11:15.938356,,
2019-02-07 13:10:55.614713,2019-02-07 13:11:16.306,2019-02-07 13:11:15.939152,,
2019-02-07 13:10:55.622337,2019-02-07 13:11:16.276,2019-02-07 13:11:15.940482,,
2019-02-07 13:10:55.752275,2019-02-07 13:11:16.281,2019-02-07 13:11:16.002032,,
2019-02-07 13:10:55.616988,2019-02-07 13:11:16.280,2019-02-07 13:11:15.940223,,
2019-02-07 13:10:55.867949,2019-02-07 13:11:16.760,2019-02-07 13:11:16.004465,,
2019-02-07 13:10:55.750624,2019-02-07 13:11:16.279,2019-02-07 13:11:16.000164,,
2019-02-07 13:10:55.616467,2019-02-07 13:11:16.277,2019-02-07 13:11:15.939956,,
2019-02-07 13:10:55.628152,2019-02-07 13:11:16.269,2019-02-07 13:11:15.942672,,
2019-02-07 13:10:55.612162,2019-02-07 13:11:16.269,2019-02-07 13:11:15.937877,,
2019-02-07 13:10:55.615893,2019-02-07 13:11:17.14,2019-02-07 13:11:15.939683,,
2019-02-07 13:10:55.916966,2019-02-07 13:11:16.983,2019-02-07 13:11:16.020330,,
2019-02-07 13:10:55.643612,2019-02-07 13:11:16.952,2019-02-07 13:11:15.949861,,
2019-02-07 13:10:55.702794,2019-02-07 13:11:16.911,2019-02-07 13:11:15.952465,,
2019-02-07 13:10:55.867346,2019-02-07 13:11:16.884,2019-02-07 13:11:16.003943,,
2019-02-07 13:10:55.624000,2019-02-07 13:11:16.70,2019-02-07 13:11:15.941100,,
2019-02-07 13:10:55.736431,2019-02-07 13:11:16.675,2019-02-07 13:11:15.982222,,
2019-02-07 13:10:55.612608,2019-02-07 13:11:16.674,2019-02-07 13:11:15.938099,,
2019-02-07 13:10:55.732591,2019-02-07 13:11:16.674,2019-02-07 13:11:15.953146,,
2019-02-07 13:10:55.733693,2019-02-07 13:11:16.673,2019-02-07 13:11:15.979981,,
2019-02-07 13:10:55.644936,2019-02-07 13:11:16.673,2019-02-07 13:11:15.950366,,
2019-02-07 13:10:55.702158,2019-02-07 13:11:16.585,2019-02-07 13:11:15.952218,,
