timestamp1,Hora,timestamp2,Hpaso21,Hpaso22
2019-02-12 02:15:49.706478,2019-02-12 02:16:08.768,2019-02-12 02:16:08.516601,,
2019-02-12 02:15:49.715366,2019-02-12 02:16:08.699,2019-02-12 02:16:08.518739,,
2019-02-12 02:15:49.716472,2019-02-12 02:16:08.777,2019-02-12 02:16:08.519156,,
2019-02-12 02:15:49.886297,2019-02-12 02:16:08.768,2019-02-12 02:16:08.538086,,
2019-02-12 02:15:49.892239,2019-02-12 02:16:08.880,2019-02-12 02:16:08.541499,,
2019-02-12 02:15:49.718492,2019-02-12 02:16:08.874,2019-02-12 02:16:08.520017,,
2019-02-12 02:15:49.710522,2019-02-12 02:16:08.877,2019-02-12 02:16:08.518263,,
2019-02-12 02:15:49.767355,2019-02-12 02:16:08.972,2019-02-12 02:16:08.528582,,
2019-02-12 02:15:49.715956,2019-02-12 02:16:08.875,2019-02-12 02:16:08.518946,,
2019-02-12 02:15:49.764012,2019-02-12 02:16:08.874,2019-02-12 02:16:08.527463,,
2019-02-12 02:15:49.710002,2019-02-12 02:16:08.872,2019-02-12 02:16:08.518043,,
2019-02-12 02:15:49.711010,2019-02-12 02:16:08.871,2019-02-12 02:16:08.518474,,
2019-02-12 02:15:49.741502,2019-02-12 02:16:08.870,2019-02-12 02:16:08.520869,,
2019-02-12 02:15:49.893593,2019-02-12 02:16:09.81,2019-02-12 02:16:08.548982,,
2019-02-12 02:15:49.895862,2019-02-12 02:16:09.80,2019-02-12 02:16:08.550840,,
2019-02-12 02:15:49.742642,2019-02-12 02:16:09.78,2019-02-12 02:16:08.521423,,
2019-02-12 02:15:49.895373,2019-02-12 02:16:09.72,2019-02-12 02:16:08.550329,,
2019-02-12 02:15:49.764698,2019-02-12 02:16:09.71,2019-02-12 02:16:08.527677,,
2019-02-12 02:15:50.077589,2019-02-12 02:16:08.974,2019-02-12 02:16:08.600038,,
2019-02-12 02:15:49.868021,2019-02-12 02:16:08.971,2019-02-12 02:16:08.531804,,
2019-02-12 02:15:49.869077,2019-02-12 02:16:08.969,2019-02-12 02:16:08.537659,,
2019-02-12 02:15:49.868285,2019-02-12 02:16:09.847,2019-02-12 02:16:08.537335,,
2019-02-12 02:15:50.133435,2019-02-12 02:16:09.820,2019-02-12 02:16:08.603674,,
2019-02-12 02:15:49.893250,2019-02-12 02:16:09.796,2019-02-12 02:16:08.548702,,
2019-02-12 02:15:49.886932,2019-02-12 02:16:09.770,2019-02-12 02:16:08.538584,,
2019-02-12 02:15:49.767972,2019-02-12 02:16:09.746,2019-02-12 02:16:08.528843,,
2019-02-12 02:15:49.887221,2019-02-12 02:16:09.684,2019-02-12 02:16:08.538833,,
2019-02-12 02:15:50.078824,2019-02-12 02:16:09.679,2019-02-12 02:16:08.601038,,
2019-02-12 02:15:50.132940,2019-02-12 02:16:09.682,2019-02-12 02:16:08.603450,,
2019-02-12 02:15:49.889826,2019-02-12 02:16:09.681,2019-02-12 02:16:08.540104,,
2019-02-12 02:15:49.706949,2019-02-12 02:16:09.676,2019-02-12 02:16:08.516796,,
2019-02-12 02:15:49.892755,2019-02-12 02:16:09.676,2019-02-12 02:16:08.542182,,
2019-02-12 02:15:50.135447,2019-02-12 02:16:09.676,2019-02-12 02:16:08.638142,,
2019-02-12 02:15:50.076809,2019-02-12 02:16:09.675,2019-02-12 02:16:08.599230,,
2019-02-12 02:15:49.887816,2019-02-12 02:16:09.618,2019-02-12 02:16:08.539259,,
2019-02-12 02:15:50.132091,2019-02-12 02:16:09.575,2019-02-12 02:16:08.602779,,
2019-02-12 02:15:49.895609,2019-02-12 02:16:09.477,2019-02-12 02:16:08.550554,,
2019-02-12 02:15:50.134498,2019-02-12 02:16:09.475,2019-02-12 02:16:08.635809,,
2019-02-12 02:15:49.705710,2019-02-12 02:16:09.475,2019-02-12 02:16:08.516201,,
2019-02-12 02:15:49.709502,2019-02-12 02:16:08.698,2019-02-12 02:16:08.517838,,
2019-02-12 02:15:49.892499,2019-02-12 02:16:09.377,2019-02-12 02:16:08.541909,,
2019-02-12 02:15:50.361435,2019-02-12 02:16:09.374,2019-02-12 02:16:08.735841,,
2019-02-12 02:15:49.866161,2019-02-12 02:16:09.278,2019-02-12 02:16:08.530095,,
2019-02-12 02:15:49.888112,2019-02-12 02:16:09.281,2019-02-12 02:16:08.539469,,
2019-02-12 02:15:49.866722,2019-02-12 02:16:09.278,2019-02-12 02:16:08.530502,,
2019-02-12 02:15:49.896124,2019-02-12 02:16:09.275,2019-02-12 02:16:08.551052,,
2019-02-12 02:15:49.865884,2019-02-12 02:16:09.275,2019-02-12 02:16:08.529883,,
2019-02-12 02:15:49.891658,2019-02-12 02:16:09.274,2019-02-12 02:16:08.540958,,
2019-02-12 02:15:50.362069,2019-02-12 02:16:09.274,2019-02-12 02:16:08.736342,,
2019-02-12 02:15:49.865615,2019-02-12 02:16:09.251,2019-02-12 02:16:08.529675,,
2019-02-12 02:15:49.718000,2019-02-12 02:16:09.185,2019-02-12 02:16:08.519809,,
2019-02-12 02:15:50.134210,2019-02-12 02:16:09.184,2019-02-12 02:16:08.634510,,
2019-02-12 02:15:49.865005,2019-02-12 02:16:09.179,2019-02-12 02:16:08.529260,,
2019-02-12 02:15:49.893909,2019-02-12 02:16:09.174,2019-02-12 02:16:08.549210,,
2019-02-12 02:15:49.885809,2019-02-12 02:16:11.160,2019-02-12 02:16:08.537882,,
2019-02-12 02:15:49.866981,2019-02-12 02:16:11.134,2019-02-12 02:16:08.530717,,
2019-02-12 02:15:49.891147,2019-02-12 02:16:11.109,2019-02-12 02:16:08.540607,,
