2019-02-19 17:11:59.749483,2019-02-19 17:12:19.712506,2019-02-19 17:12:20.145248
2019-02-19 17:11:59.748204,2019-02-19 17:12:19.709703,2019-02-19 17:12:20.769963
2019-02-19 17:11:59.750986,2019-02-19 17:12:19.721178,2019-02-19 17:12:20.807197
2019-02-19 17:11:59.749695,2019-02-19 17:12:19.712970,2019-02-19 17:12:20.862118
2019-02-19 17:11:59.758672,2019-02-19 17:12:19.736983,2019-02-19 17:12:20.900786
2019-02-19 17:11:59.751198,2019-02-19 17:12:19.721707,2019-02-19 17:12:20.902317
2019-02-19 17:11:59.779807,2019-02-19 17:12:19.884336,2019-02-19 17:12:20.908823
2019-02-19 17:11:59.747605,2019-02-19 17:12:19.708593,2019-02-19 17:12:20.910612
2019-02-19 17:11:59.749067,2019-02-19 17:12:19.711566,2019-02-19 17:12:20.946297
2019-02-19 17:11:59.757675,2019-02-19 17:12:19.734706,2019-02-19 17:12:20.978577
2019-02-19 17:11:59.760531,2019-02-19 17:12:19.806706,2019-02-19 17:12:21.017930
2019-02-19 17:11:59.758932,2019-02-19 17:12:19.743480,2019-02-19 17:12:21.039469
2019-02-19 17:11:59.750132,2019-02-19 17:12:19.713921,2019-02-19 17:12:21.061129
2019-02-19 17:11:59.781055,2019-02-19 17:12:19.886133,2019-02-19 17:12:21.062852
2019-02-19 17:11:59.752484,2019-02-19 17:12:19.733111,2019-02-19 17:12:21.064839
2019-02-19 17:11:59.774361,2019-02-19 17:12:19.883136,2019-02-19 17:12:21.075130
2019-02-19 17:11:59.749921,2019-02-19 17:12:19.713436,2019-02-19 17:12:21.291836
2019-02-19 17:11:59.762048,2019-02-19 17:12:19.859215,2019-02-19 17:12:21.329844
2019-02-19 17:11:59.771296,2019-02-19 17:12:19.866740,2019-02-19 17:12:21.381372
2019-02-19 17:11:59.758413,2019-02-19 17:12:19.736328,2019-02-19 17:12:21.406500
2019-02-19 17:11:59.773398,2019-02-19 17:12:19.882023,2019-02-19 17:12:21.446413
2019-02-19 17:11:59.780075,2019-02-19 17:12:19.884615,2019-02-19 17:12:21.472659
2019-02-19 17:11:59.751414,2019-02-19 17:12:19.722195,2019-02-19 17:12:21.531430
2019-02-19 17:11:59.750337,2019-02-19 17:12:19.719634,2019-02-19 17:12:21.578111
2019-02-19 17:11:59.759348,2019-02-19 17:12:19.744808,2019-02-19 17:12:21.621139
2019-02-19 17:11:59.749277,2019-02-19 17:12:19.712029,2019-02-19 17:12:21.622464
2019-02-19 17:11:59.774799,2019-02-19 17:12:19.883636,2019-02-19 17:12:21.627930
2019-02-19 17:11:59.774583,2019-02-19 17:12:19.883378,2019-02-19 17:12:21.656063
2019-02-19 17:11:59.760317,2019-02-19 17:12:19.803970,2019-02-19 17:12:21.709065
2019-02-19 17:11:59.752057,2019-02-19 17:12:19.723781,2019-02-19 17:12:21.712863
2019-02-19 17:11:59.773185,2019-02-19 17:12:19.870585,2019-02-19 17:12:21.737595
2019-02-19 17:11:59.759610,2019-02-19 17:12:19.747855,2019-02-19 17:12:21.763306
2019-02-19 17:11:59.797277,2019-02-19 17:12:20.023827,2019-02-19 17:12:21.797710
2019-02-19 17:11:59.797027,2019-02-19 17:12:20.023158,2019-02-19 17:12:21.845643
2019-02-19 17:11:59.783570,2019-02-19 17:12:20.010245,2019-02-19 17:12:21.888077
2019-02-19 17:11:59.774144,2019-02-19 17:12:19.882895,2019-02-19 17:12:21.916858
2019-02-19 17:11:59.771746,2019-02-19 17:12:19.867687,2019-02-19 17:12:21.942164
2019-02-19 17:11:59.759843,2019-02-19 17:12:19.748504,2019-02-19 17:12:21.964059
2019-02-19 17:11:59.770649,2019-02-19 17:12:19.860871,2019-02-19 17:12:21.990991
2019-02-19 17:11:59.798785,2019-02-19 17:12:20.025874,2019-02-19 17:12:22.017848
2019-02-19 17:11:59.750775,2019-02-19 17:12:19.720713,2019-02-19 17:12:22.045802
2019-02-19 17:11:59.780814,2019-02-19 17:12:19.885842,2019-02-19 17:12:22.088506
2019-02-19 17:11:59.761193,2019-02-19 17:12:19.857426,2019-02-19 17:12:22.102530
2019-02-19 17:12:00.853757,2019-02-19 17:12:20.528047,2019-02-19 17:12:22.126325
2019-02-19 17:11:59.781956,2019-02-19 17:12:19.967923,2019-02-19 17:12:22.150755
2019-02-19 17:11:59.760988,2019-02-19 17:12:19.856972,2019-02-19 17:12:22.174858
2019-02-19 17:11:59.748424,2019-02-19 17:12:19.710169,2019-02-19 17:12:22.199961
2019-02-19 17:11:59.769978,2019-02-19 17:12:19.859972,2019-02-19 17:12:22.228801
2019-02-19 17:12:00.871936,2019-02-19 17:12:20.691072,2019-02-19 17:12:22.255184
2019-02-19 17:12:00.870400,2019-02-19 17:12:20.683489,2019-02-19 17:12:22.288412
2019-02-19 17:11:59.772487,2019-02-19 17:12:19.869165,2019-02-19 17:12:22.303382
2019-02-19 17:11:59.758208,2019-02-19 17:12:19.735725,2019-02-19 17:12:22.329332
2019-02-19 17:11:59.783070,2019-02-19 17:12:20.009062,2019-02-19 17:12:22.353608
2019-02-19 17:12:00.855320,2019-02-19 17:12:20.531125,2019-02-19 17:12:22.398537
2019-02-19 17:11:59.811417,2019-02-19 17:12:20.504012,2019-02-19 17:12:22.406618
2019-02-19 17:11:59.810248,2019-02-19 17:12:20.300326,2019-02-19 17:12:22.903845
2019-02-19 17:11:59.751629,2019-02-19 17:12:19.722665,2019-02-19 17:12:22.906426
2019-02-19 17:11:59.750557,2019-02-19 17:12:19.720223,2019-02-19 17:12:22.913280
2019-02-19 17:11:59.800583,2019-02-19 17:12:20.244538,2019-02-19 17:12:22.915015
2019-02-19 17:11:59.784060,2019-02-19 17:12:20.012076,2019-02-19 17:12:22.916049
2019-02-19 17:12:00.869441,2019-02-19 17:12:20.681584,2019-02-19 17:12:22.917761
2019-02-19 17:11:59.752271,2019-02-19 17:12:19.732341,2019-02-19 17:12:22.919415
2019-02-19 17:12:00.891412,2019-02-19 17:12:20.696820,2019-02-19 17:12:22.921671
2019-02-19 17:12:00.854203,2019-02-19 17:12:20.528633,2019-02-19 17:12:22.924279
2019-02-19 17:11:59.797868,2019-02-19 17:12:20.024546,2019-02-19 17:12:22.925651
2019-02-19 17:11:59.759143,2019-02-19 17:12:19.744234,2019-02-19 17:12:22.926795
2019-02-19 17:11:59.775013,2019-02-19 17:12:19.883857,2019-02-19 17:12:22.930007
2019-02-19 17:12:00.892328,2019-02-19 17:12:21.745038,2019-02-19 17:12:22.931831
2019-02-19 17:12:00.894102,2019-02-19 17:12:21.746960,2019-02-19 17:12:22.933337
2019-02-19 17:12:00.915599,2019-02-19 17:12:21.747583,2019-02-19 17:12:22.936393
2019-02-19 17:11:59.772022,2019-02-19 17:12:19.868122,2019-02-19 17:12:23.003195
2019-02-19 17:11:59.748850,2019-02-19 17:12:19.711108,2019-02-19 17:12:23.004552
2019-02-19 17:12:00.891876,2019-02-19 17:12:21.743441,2019-02-19 17:12:23.005615
