horaejecucion,e_core,e_ram,cpu,mem_used
10:27:06.244658423,0.04,0.29,0,2603912
10:27:11.334062149,0.05,0.29,0,2602452
10:27:12.681413914,0.04,0.30,0,2603088
10:27:14.031501278,0.05,0.29,0,2602668
10:27:15.377507201,0.04,0.30,0,2602652
10:27:16.723773316,0.06,0.30,1,2602288
10:27:18.062591436,0.09,0.30,0,2600712
10:27:19.406894259,0.04,0.29,0,2600408
10:27:20.755658318,0.10,0.30,0,2600308
10:27:22.089569343,0.04,0.30,0,2600596
10:27:23.438311304,0.04,0.29,0,2600524
10:27:24.787605483,0.07,0.30,1,2601328
10:27:26.120152075,0.32,0.35,2,2588256
10:27:27.471768922,0.28,0.34,4,2585084
10:27:28.814897838,0.39,0.34,2,2585772
10:27:30.156031205,0.23,0.34,3,2586088
10:27:31.500805949,0.35,0.33,3,2585188
10:27:32.844088464,0.18,0.34,0,2585716
10:27:34.191067105,0.08,0.31,0,2585828
10:27:35.537692830,0.17,0.30,1,2585472
10:27:36.888254691,0.14,0.30,0,2585660
10:27:38.216947321,0.11,0.29,0,2585340
10:27:39.570083710,0.10,0.29,0,2584464
10:27:40.925916813,0.12,0.30,0,2584960
10:27:42.267430169,0.07,0.29,0,2584792
10:27:43.619855592,0.14,0.29,0,2586420
10:27:44.960599872,0.20,0.30,0,2584776
10:27:46.296234374,0.07,0.29,4,2582964
10:27:47.639895371,0.90,0.33,2,2581748
10:27:48.982741730,0.18,0.35,2,2583208
10:27:50.336035782,0.22,0.33,3,2582480
10:27:51.674860853,0.15,0.34,1,2582276
10:27:53.021996690,0.19,0.34,4,2583168
10:27:54.364110936,0.14,0.35,4,2584076
10:27:55.711721317,0.14,0.30,1,2583268
10:27:57.063844186,0.12,0.30,0,2583584
10:27:58.411729140,0.11,0.29,1,2582792
10:27:59.762894665,0.12,0.29,0,2583284
10:28:01.111414756,0.09,0.30,0,2583392
10:28:02.458460521,0.08,0.29,1,2582004
10:28:03.806525893,0.20,0.29,0,2583224
10:28:05.159746032,0.10,0.30,0,2583968
10:28:06.508749837,0.10,0.29,1,2578416
10:28:07.850036906,0.90,0.36,4,2521408
