horaejecucion,e_core,e_ram,cpu,mem_used
13:44:42.590934625,0.05,0.30,1,2381584
13:44:43.947779623,0.05,0.29,3,2381100
13:44:45.295745196,0.06,0.30,1,2380936
13:44:46.654260485,0.04,0.30,1,2381440
13:44:48.010259076,0.05,0.30,0,2380948
13:44:49.371115583,0.08,0.30,1,2381160
13:44:50.724071318,0.04,0.30,2,2380888
13:44:52.076612637,0.05,0.30,0,2380476
13:44:53.431968432,0.12,0.30,1,2380700
13:44:54.786058454,0.05,0.30,1,2381220
13:44:56.138890446,0.05,0.30,1,2380552
13:44:57.494948720,2.91,0.41,1,2361144
13:44:58.851824057,0.05,0.30,2,2360004
13:45:00.199443012,0.06,0.30,0,2360112
13:45:01.556914943,0.06,0.29,1,2365160
13:45:02.911880473,0.05,0.30,1,2366020
13:45:04.266083629,0.16,0.31,1,2365276
13:45:05.622318517,0.04,0.30,0,2378964
13:45:06.976159916,0.48,0.33,8,2375588
13:45:08.316327710,0.27,0.35,4,2374244
13:45:09.653947282,0.30,0.34,1,2373248
13:45:10.993732348,0.09,0.31,1,2372212
13:45:12.349559371,0.14,0.31,1,2372384
13:45:13.705023715,0.07,0.29,2,2369828
13:45:15.059844664,0.09,0.30,0,2370700
13:45:16.411773389,0.08,0.30,2,2369900
13:45:17.762880068,0.07,0.30,1,2369732
13:45:19.121935771,0.12,0.29,1,2371308
13:45:20.471988914,0.06,0.30,0,2370240
13:45:21.823015031,0.07,0.29,1,2369852
13:45:23.174663675,0.12,0.29,0,2369300
13:45:24.525653704,0.07,0.29,0,2367204
13:45:25.874884635,0.07,0.30,2,2354552
13:45:27.211427824,0.22,0.35,2,2353324
13:45:28.571439694,0.48,0.34,3,2353136
13:45:29.913580717,0.14,0.35,2,2352820
13:45:31.258614643,0.11,0.30,1,2353092
13:45:32.603959356,0.07,0.29,0,2353068
13:45:33.952157760,0.09,0.30,1,2352580
13:45:35.291405633,0.13,0.30,0,2352208
13:45:36.643964126,0.08,0.29,0,2352504
13:45:37.999402712,0.08,0.29,1,2353864
13:45:39.351556499,0.09,0.30,0,2353700
13:45:40.704724635,0.07,0.29,0,2352748
13:45:42.056037244,0.09,0.29,1,2352480
13:45:43.411429401,0.13,0.30,0,2352296
13:45:44.759799070,0.05,0.30,0,2351436
13:45:46.115710376,0.69,0.32,9,2323564
13:45:47.443053399,0.81,0.34,2,2302392
13:45:48.771735124,0.88,0.32,4,2286084
13:45:50.089808998,0.54,0.32,2,2285636
13:45:51.419501122,0.20,0.31,2,2285688
13:45:52.764249728,0.09,0.30,0,2282488
13:45:54.113783211,0.88,0.31,0,2276872
13:45:55.453102546,0.09,0.30,0,2276316
13:45:56.807546895,0.09,0.30,1,2283376
13:45:58.160311249,0.08,0.30,1,2282836
13:45:59.516001848,0.10,0.30,1,2282708
13:46:00.866618879,0.16,0.30,2,2281824
13:46:02.215529901,0.10,0.30,0,2281752
13:46:03.574872838,0.11,0.30,1,2281352
13:46:04.925414502,0.10,0.29,1,2281348
13:46:06.273882052,0.20,0.34,3,2281492
13:46:07.625935634,0.21,0.36,2,2280288
13:46:08.975492979,0.32,0.34,3,2279512
13:46:10.327241491,0.09,0.30,0,2279320
13:46:11.683951616,0.19,0.30,1,2279740
13:46:13.029260660,0.10,0.29,1,2279140
13:46:14.392025989,0.49,0.30,0,2278752
13:46:15.743741034,0.12,0.29,0,2279608
13:46:17.091508435,0.13,0.29,2,2279924
13:46:18.449423460,0.16,0.30,0,2278808
13:46:19.793328026,0.08,0.29,0,2277764
13:46:21.149970880,0.07,0.29,1,2277976
13:46:22.495443084,0.10,0.29,1,2277616
13:46:23.840052456,0.06,0.29,2,2277092
13:46:25.196122205,0.08,0.30,2,2277480
13:46:26.545552772,0.18,0.34,2,2276984
13:46:27.897359279,0.74,0.34,3,2276732
13:46:29.241904760,0.14,0.33,2,2276644
13:46:30.605612844,0.11,0.30,0,2276520
13:46:31.963457416,0.10,0.30,1,2275864
13:46:33.320195717,0.07,0.29,0,2276588
13:46:34.669815133,0.10,0.29,1,2276404
13:46:36.035538679,0.08,0.30,0,2276296
13:46:37.387907974,0.06,0.30,1,2275428
13:46:38.734514484,0.14,0.29,0,2275288
13:46:40.095767072,0.06,0.30,0,2274736
13:46:41.447660881,0.11,0.29,1,2274644
13:46:42.804071506,0.09,0.29,1,2274996
13:46:44.161634565,0.12,0.30,2,2274164
13:46:45.514299505,1.16,0.32,3,2273468
13:46:46.846504747,2.22,0.36,1,2264884
13:46:48.166538986,0.98,0.32,1,2262380
13:46:49.485553653,0.56,0.32,0,2261132
13:46:50.820376610,0.17,0.30,0,2260460
13:46:52.175689096,0.09,0.30,2,2260128
13:46:53.517153351,0.08,0.30,0,2259516
13:46:54.862279226,0.11,0.29,0,2259088
13:46:56.213701406,0.09,0.29,1,2264916
13:46:57.575085653,0.10,0.30,1,2265028
13:46:58.923879546,0.07,0.30,1,2265220
13:47:00.275888055,0.07,0.29,0,2264584
13:47:01.628146656,0.11,0.30,0,2250964
13:47:02.975975760,0.25,0.29,0,2248972
13:47:04.318254099,0.27,0.34,2,2245164
13:47:05.663337096,0.20,0.35,3,2243540
13:47:07.007317298,3.28,0.39,7,2250848
13:47:08.347556940,0.08,0.30,1,2249780
13:47:09.699638813,0.09,0.30,0,2250688
13:47:11.060000158,0.09,0.29,1,2250908
13:47:12.416063479,0.11,0.30,0,2250116
13:47:13.754009333,0.33,0.31,2,2247492
13:47:15.103791133,0.10,0.29,1,2247156
13:47:16.463140002,0.06,0.29,1,2246808
13:47:17.818329839,0.11,0.30,0,2247500
13:47:19.168053034,0.10,0.29,1,2247296
13:47:20.519686021,0.12,0.29,0,2247436
13:47:21.872113969,0.08,0.30,2,2248296
13:47:23.228381471,0.11,0.30,0,2247292
13:47:24.570050950,0.18,0.34,1,2242176
13:47:25.930472382,0.18,0.34,2,2240804
13:47:27.287040310,0.18,0.34,3,2239368
13:47:28.633385082,0.12,0.29,0,2239672
13:47:29.988117876,0.08,0.30,0,2239352
13:47:31.333950263,0.07,0.30,2,2239244
13:47:32.691847602,0.08,0.30,0,2238804
13:47:34.038907829,0.06,0.29,1,2235428
13:47:35.396741549,0.06,0.30,1,2235288
13:47:36.756135640,0.07,0.30,0,2235712
13:47:38.107803935,0.08,0.29,0,2235008
13:47:39.459327326,0.10,0.29,1,2235232
13:47:40.815719463,0.07,0.30,0,2236848
13:47:42.165939532,0.26,0.29,1,2235816
13:47:43.509952178,0.08,0.31,2,2232084
13:47:44.834440309,0.48,0.32,2,2226416
13:47:46.157444732,0.82,0.32,2,2221772
13:47:47.486189798,0.50,0.31,1,2218860
13:47:48.823369582,0.20,0.30,0,2217968
13:47:50.179430005,0.08,0.29,2,2217804
13:47:51.528440462,0.07,0.30,0,2217692
13:47:52.878133867,0.08,0.30,0,2217172
13:47:54.238170205,0.19,0.29,0,2214520
13:47:55.596151938,0.09,0.29,1,2214256
13:47:56.954938768,0.07,0.30,0,2214452
13:47:58.308084801,0.12,0.29,0,2214708
13:47:59.665746997,0.10,0.30,1,2215700
13:48:01.028099098,0.15,0.29,0,2215396
