2019-02-14 03:04:06.969886,2019-02-14 03:04:27.146937,2019-02-14 03:04:27.602973
2019-02-14 03:04:06.970441,2019-02-14 03:04:27.147411,2019-02-14 03:04:28.426633
2019-02-14 03:04:06.857876,2019-02-14 03:04:27.116537,2019-02-14 03:04:28.448938
2019-02-14 03:04:06.871346,2019-02-14 03:04:27.119262,2019-02-14 03:04:28.470926
2019-02-14 03:04:06.861210,2019-02-14 03:04:27.118007,2019-02-14 03:04:28.497104
2019-02-14 03:04:06.897342,2019-02-14 03:04:27.127191,2019-02-14 03:04:28.529218
2019-02-14 03:04:06.894344,2019-02-14 03:04:27.126020,2019-02-14 03:04:28.547716
2019-02-14 03:04:06.878868,2019-02-14 03:04:27.120304,2019-02-14 03:04:28.561617
2019-02-14 03:04:06.861689,2019-02-14 03:04:27.118212,2019-02-14 03:04:28.574984
2019-02-14 03:04:07.000523,2019-02-14 03:04:27.175052,2019-02-14 03:04:28.588747
2019-02-14 03:04:07.066667,2019-02-14 03:04:27.176833,2019-02-14 03:04:28.602412
2019-02-14 03:04:06.860747,2019-02-14 03:04:27.117797,2019-02-14 03:04:28.616412
2019-02-14 03:04:06.858357,2019-02-14 03:04:27.116754,2019-02-14 03:04:28.629749
2019-02-14 03:04:06.999323,2019-02-14 03:04:27.160924,2019-02-14 03:04:28.644377
2019-02-14 03:04:06.966741,2019-02-14 03:04:27.137809,2019-02-14 03:04:28.660218
2019-02-14 03:04:06.970174,2019-02-14 03:04:27.147163,2019-02-14 03:04:28.675889
2019-02-14 03:04:07.000921,2019-02-14 03:04:27.175286,2019-02-14 03:04:28.691845
2019-02-14 03:04:06.973981,2019-02-14 03:04:27.158838,2019-02-14 03:04:30.050169
2019-02-14 03:04:06.893576,2019-02-14 03:04:27.125810,2019-02-14 03:04:30.082030
2019-02-14 03:04:06.932560,2019-02-14 03:04:27.134392,2019-02-14 03:04:30.139910
2019-02-14 03:04:06.972693,2019-02-14 03:04:27.157526,2019-02-14 03:04:30.141835
2019-02-14 03:04:06.973513,2019-02-14 03:04:27.158239,2019-02-14 03:04:30.145161
2019-02-14 03:04:06.997121,2019-02-14 03:04:27.159282,2019-02-14 03:04:30.165205
2019-02-14 03:04:07.234569,2019-02-14 03:04:27.192260,2019-02-14 03:04:30.183571
2019-02-14 03:04:06.973737,2019-02-14 03:04:27.158590,2019-02-14 03:04:30.197570
2019-02-14 03:04:06.934044,2019-02-14 03:04:27.135198,2019-02-14 03:04:30.224162
2019-02-14 03:04:06.894862,2019-02-14 03:04:27.126310,2019-02-14 03:04:30.239691
2019-02-14 03:04:06.971942,2019-02-14 03:04:27.148881,2019-02-14 03:04:30.253158
2019-02-14 03:04:06.871819,2019-02-14 03:04:27.119480,2019-02-14 03:04:30.280566
2019-02-14 03:04:06.882749,2019-02-14 03:04:27.125155,2019-02-14 03:04:30.284279
2019-02-14 03:04:07.085225,2019-02-14 03:04:27.191744,2019-02-14 03:04:30.300635
2019-02-14 03:04:06.999053,2019-02-14 03:04:27.160701,2019-02-14 03:04:30.317794
2019-02-14 03:04:06.904652,2019-02-14 03:04:27.127926,2019-02-14 03:04:30.333928
2019-02-14 03:04:06.973233,2019-02-14 03:04:27.157965,2019-02-14 03:04:30.349811
2019-02-14 03:04:07.001639,2019-02-14 03:04:27.176405,2019-02-14 03:04:30.367910
